keyword,search_volume,kd,cpc,competition,intent,competitor_count,best_competitor_position,best_competitor_domain,best_competitor_url,all_competitors,our_position,our_url,opportunity_score,serp_features
fencing decking,170,25,17.93000030517578,0.8799999952316284,commercial,1,3,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/,fenceanddeckconnection.com #3,,,42.5,"local_pack, images, organic, people_also_ask, discussions_and_forums, video, popular_products, perspectives, related_searches"
two story sunroom,170,0,3.380000114440918,0.7699999809265137,transactional,1,3,stoneridgeoutdoor.com,https://www.stoneridgeoutdoor.com/projects/sun-drenched-two-story-sunroom-patio-deck/,stoneridgeoutdoor.com #3,,,42.5,"images, organic, people_also_ask, discussions_and_forums, related_searches"
4 season rooms prices,720,0,7.460000038146973,0.8199999928474426,commercial,2,16,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #16; stoneridgeoutdoor.com #70,,,42.35,"ai_overview, organic, people_also_ask, popular_products, related_searches"
fence company richmond,590,11,16.65999984741211,0.699999988079071,commercial,1,13,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-richmond/,fenceanddeckconnection.com #13,,,42.14,"local_pack, organic, people_also_search, related_searches"
fence contractors richmond va,590,10,16.65999984741211,0.699999988079071,commercial,1,13,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-richmond/,fenceanddeckconnection.com #13,,,42.14,"local_pack, organic, people_also_ask, related_searches"
grilling decks,590,0,1.1299999952316284,1,informational,1,13,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2022/06/06/how-to-prep-your-deck-for-grilling-season/,fenceanddeckconnection.com #13,,,42.14,"organic, images, ai_overview, people_also_ask, popular_products, perspectives, discussions_and_forums, related_searches"
wood privacy walls,590,0,0.5,1,transactional,1,13,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/vertical-board/,fenceanddeckconnection.com #13,,,42.14,"popular_products, organic, images, related_searches"
deck staining service,1600,0,10.949999809265137,0.12999999523162842,commercial,1,37,deckguru.com,https://deckguru.com/deck-staining/,deckguru.com #37,,,42.11,"local_pack, organic, perspectives, related_searches"
general contractors in lansing mi,210,13,14.59000015258789,0.8199999928474426,commercial,1,4,commconstruct.com,https://commconstruct.com/,commconstruct.com #4,,,42.0,"local_pack, organic, discussions_and_forums, people_also_ask, related_searches"
types of deck stain,210,2,0.25999999046325684,0.8299999833106995,informational,1,4,deckguru.com,https://deckguru.com/blog/different-types-of-deck-stains/,deckguru.com #4,,,42.0,"ai_overview, organic, people_also_ask, images, discussions_and_forums, related_searches, popular_products"
deck builders baltimore,210,14,18.079999923706055,0.6100000143051147,commercial,1,4,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/deck-builder-baltimore-county/,fenceanddeckconnection.com #4,,,42.0,"local_pack, organic, people_also_ask, related_searches"
what is a sunroom,1300,4,2.680000066757202,0.11999999731779099,informational,1,30,steadfastinc.com,https://www.steadfastinc.com/blog/what-to-know-before-adding-a-sunroom,steadfastinc.com #30,,,41.94,"ai_overview, organic, people_also_ask, video, short_videos, related_searches, images"
how much for trex deck,880,0,1.9300000667572021,0.9599999785423279,commercial,2,20,sunburstdeck.com,https://sunburstdeck.com/trex-decking-cost-and-budget-recommendations/,sunburstdeck.com #20; battlefielddecks.com #71,,,41.9,"ai_overview, organic, people_also_ask, discussions_and_forums, popular_products, related_searches, images"
skirt under deck,880,0,0.6299999952316284,0.6399999856948853,transactional,1,20,deckguru.com,https://deckguru.com/deck-skirting-ideas-2025/,deckguru.com #20,,,41.9,"images, people_also_ask, video, organic, popular_products, related_searches"
under deck skirting,880,0,0.6299999952316284,0.6399999856948853,transactional,1,20,deckguru.com,https://deckguru.com/deck-skirting-ideas-2025/,deckguru.com #20,,,41.9,"ai_overview, organic, short_videos, images, people_also_ask, popular_products, related_searches"
timbertech decking cleaning,880,0,0.6000000238418579,0.9399999976158142,commercial,1,20,sunburstdeck.com,https://sunburstdeck.com/how-to-clean-timbertech-decking/,sunburstdeck.com #20,,,41.9,"organic, people_also_ask, video, ai_overview, discussions_and_forums, images, related_searches"
michigan deck builder,1000,9,17.229999542236328,0.23000000417232513,commercial,1,23,commconstruct.com,https://commconstruct.com/decks,commconstruct.com #23,,,41.67,"local_pack, organic, related_searches"
colors of trex composite decking,1000,7,0.9800000190734863,1,informational,1,23,deckguru.com,https://deckguru.com/trex-decking-colors/,deckguru.com #23,,,41.67,"organic, ai_overview, people_also_ask, images, video, popular_products, related_searches"
best vineyards in northern virginia,1000,1,0.8899999856948853,0.36000001430511475,informational,1,23,deckscapesofva.com,https://deckscapesofva.com/blog/best-breweries-and-wineries-northern-virginia,deckscapesofva.com #23,,,41.67,"local_pack, organic, people_also_ask, related_searches"
repair deck cost,1600,0,8.859999656677246,0.15000000596046448,informational,1,38,deckguru.com,https://deckguru.com/how-much-does-a-deck-replacement-cost/,deckguru.com #38,,,41.03,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches"
delaplane va county,3600,0,2.309999942779541,0.009999999776482582,navigational,1,88,stoneridgeoutdoor.com,https://www.stoneridgeoutdoor.com/location/deck-builder-delaplane-va/,stoneridgeoutdoor.com #88,,,40.45,"organic, people_also_ask, top_sights, related_searches, knowledge_graph, people_also_search, images"
decks remodeling,1600,0,14.1899995803833,0.5099999904632568,commercial,1,39,steadfastinc.com,https://www.steadfastinc.com/decks,steadfastinc.com #39,,,40.0,"local_pack, organic, people_also_ask, popular_products, images, related_searches"
community rebuilders in grand rapids michigan,1000,7,0.10999999940395355,0.009999999776482582,commercial,1,24,commconstruct.com,https://commconstruct.com/east-grand-rapids-remodeling,commconstruct.com #24,,,40.0,"organic, people_also_ask, related_searches, knowledge_graph, google_reviews"
best nova wineries,1000,1,0.8899999856948853,0.36000001430511475,informational,1,24,deckscapesofva.com,https://deckscapesofva.com/blog/best-breweries-and-wineries-northern-virginia,deckscapesofva.com #24,,,40.0,"local_pack, organic, people_also_ask, related_searches"
trex decking width,880,3,1.190000057220459,0.9800000190734863,informational,1,21,deckguru.com,https://deckguru.com/how-wide-are-deck-boards/,deckguru.com #21,,,40.0,"ai_overview, images, people_also_ask, organic, related_searches"
deck repair service,720,11,17.700000762939453,0.11999999731779099,commercial,1,17,deckguru.com,https://deckguru.com/areas/deck-repair-replacement-fairfax-va/,deckguru.com #17,,,40.0,"local_pack, people_also_ask, organic, people_also_search, perspectives, related_searches"
brick veneer contractors,480,0,0.9300000071525574,0.10000000149011612,commercial,1,11,fairfaxcontractor.com,https://fairfaxcontractor.com/indoor-thin-brick-contractor-northern-virginia/,fairfaxcontractor.com #11,,,40.0,"ai_overview, local_pack, people_also_ask, organic, related_searches"
typical deck size,480,1,1.0099999904632568,0.07999999821186066,informational,1,11,sunburstdeck.com,https://sunburstdeck.com/what-is-a-good-size-deck/,sunburstdeck.com #11,,,40.0,"ai_overview, images, people_also_ask, organic, discussions_and_forums, related_searches"
fence company baltimore md,320,41,14.520000457763672,0.7900000214576721,commercial,1,7,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/,fenceanddeckconnection.com #7,,,40.0,"local_pack, organic, people_also_ask, people_also_search, related_searches"
fence contractors baltimore,320,41,14.520000457763672,0.7900000214576721,commercial,1,7,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-baltimore-county/,fenceanddeckconnection.com #7,,,40.0,"local_pack, organic, people_also_search, people_also_ask, related_searches"
wood picket fence styles,320,0,0.28999999165534973,0.9599999785423279,commercial,1,7,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/wood-picket/,fenceanddeckconnection.com #7,,,40.0,"images, organic, ai_overview, popular_products, video, related_searches"
cost of trex decking installed,1300,0,3.690000057220459,0.029999999329447746,commercial,1,32,sunburstdeck.com,https://sunburstdeck.com/trex-decking-cost-and-budget-recommendations/,sunburstdeck.com #32,,,39.39,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches"
underneath decking,1600,0,3.7699999809265137,0.5899999737739563,informational,1,40,coreoutdoor.com,https://www.coreoutdoor.com/most-popular/2024/01/5-best-ways-to-finish-the-underside-of-decks-porches/,coreoutdoor.com #40,,,39.02,"images, people_also_ask, video, organic, local_pack, related_searches"
deck footings options,390,0,2.1500000953674316,1,informational,1,9,deckguru.com,https://deckguru.com/blog/best-types-of-deck-footings-for-your-home/,deckguru.com #9,,,39.0,"ai_overview, video, people_also_ask, popular_products, organic, related_searches, images"
what size are deck boards,390,0,0.33000001311302185,0.8999999761581421,informational,1,9,deckguru.com,https://deckguru.com/how-wide-are-deck-boards/,deckguru.com #9,,,39.0,"ai_overview, organic, people_also_ask, images, video, related_searches"
mortar mix types,1000,0,0.30000001192092896,0.9200000166893005,informational,1,25,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #25,,,38.46,"ai_overview, organic, people_also_ask, images, video, related_searches"
patios prices,880,0,6.269999980926514,0.7900000214576721,commercial,1,22,deckscapesofva.com,https://deckscapesofva.com/blog/patio-cost-northern-va,deckscapesofva.com #22,,,38.26,"ai_overview, organic, people_also_ask, video, related_searches"
carpenter and construction,880,29,7.559999942779541,0.14000000059604645,navigational,1,22,fairfaxcontractor.com,https://fairfaxcontractor.com/carpentry-work/,fairfaxcontractor.com #22,,,38.26,"local_pack, people_also_ask, organic, images, video, related_searches"
covered porch contractor,880,0,17.760000228881836,0.05000000074505806,commercial,1,22,fortress.builders,https://fortress.builders/screened-in-porches/fairfax-county-va/,fortress.builders #22,,,38.26,"local_pack, people_also_ask, organic, images, related_searches"
how much for a trex deck,880,0,1.9300000667572021,0.9599999785423279,commercial,1,22,sunburstdeck.com,https://sunburstdeck.com/trex-decking-cost-and-budget-recommendations/,sunburstdeck.com #22,,,38.26,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches"
under deck coverage,1300,0,0.8799999952316284,0.8999999761581421,transactional,1,33,coreoutdoor.com,https://www.coreoutdoor.com/most-popular/2024/01/5-best-ways-to-finish-the-underside-of-decks-porches/,coreoutdoor.com #33,,,38.24,"ai_overview, images, organic, video, people_also_ask, popular_products, related_searches"
how do you clean a composite deck,1300,0,0.4300000071525574,0.9100000262260437,informational,1,33,deckguru.com,https://deckguru.com/how-to-clean-a-composite-deck/,deckguru.com #33,,,38.24,"ai_overview, video, people_also_ask, organic, short_videos, discussions_and_forums, perspectives, related_searches"
how to wash composite deck,1300,0,0.4300000071525574,0.9100000262260437,informational,1,33,deckguru.com,https://deckguru.com/how-to-clean-a-composite-deck/,deckguru.com #33,,,38.24,"ai_overview, organic, people_also_ask, video, discussions_and_forums, short_videos, perspectives, related_searches"
stoneridge va,1300,1,2.1500000953674316,0.05000000074505806,navigational,1,33,stoneridgeoutdoor.com,https://www.stoneridgeoutdoor.com/,stoneridgeoutdoor.com #33,,,38.24,"organic, people_also_ask, product_considerations, related_searches, knowledge_graph, images"
how long does a wooden deck last,720,0,3.2100000381469727,0.05000000074505806,informational,1,18,deckscapesofva.com,https://deckscapesofva.com/blog/how-long-does-a-deck-last,deckscapesofva.com #18,,,37.89,"ai_overview, organic, people_also_ask, video, related_searches"
what is 3 season room,720,0,5.840000152587891,0.07000000029802322,informational,3,18,sunburstdeck.com,https://sunburstdeck.com/three-season-vs-four-season-sunrooms/,sunburstdeck.com #18; steadfastinc.com #45; fortress.builders #88,,,37.89,"ai_overview, organic, people_also_ask, discussions_and_forums, video, related_searches, images"
sunrooms installed,2400,18,11.609999656677246,0.14000000059604645,transactional,1,63,steadfastinc.com,https://www.steadfastinc.com/sunrooms,steadfastinc.com #63,,,37.5,"local_pack, people_also_ask, video, organic, popular_products, related_searches"
trex decking cost estimator,1600,21,2.309999942779541,0.2800000011920929,commercial,1,42,sunburstdeck.com,https://sunburstdeck.com/trex-decking-cost-and-budget-recommendations/,sunburstdeck.com #42,,,37.21,"organic, people_also_ask, ai_overview, video, related_searches, images"
trex pricing per square foot,1300,7,1.4600000381469727,0.9800000190734863,commercial,1,34,sunburstdeck.com,https://sunburstdeck.com/trex-decking-cost-and-budget-recommendations/,sunburstdeck.com #34,,,37.14,"ai_overview, organic, people_also_ask, related_searches"
decks richmond va,260,5,6.559999942779541,0.38999998569488525,navigational,3,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/landing-pages/decks-in-richmond/,fenceanddeckconnection.com #6; stoneridgeoutdoor.com #7; coreoutdoor.com #43,,,37.14,"local_pack, organic, related_searches"
deck richmond va,260,22,6.559999942779541,0.38999998569488525,navigational,3,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/richmond/,fenceanddeckconnection.com #6; stoneridgeoutdoor.com #7; coreoutdoor.com #50,,,37.14,"local_pack, organic, related_searches"
