Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025,Searches: Jan 2026,Searches: Feb 2026,Searches: Mar 2026
cost of a back deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck llc,USD,10,0%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,10,0,10,0,0,0
deck and fence company llc,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
new trex deck cost,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
five star deck and patio,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
platinum decking reviews,USD,, --, --,Unknown,,,,,,,Y,,,,,,,,,,,,,
creating a deck,USD,10,?,0%,High,86,,,,,,,,0,10,0,0,10,10,10,10,10,0,0,10
ground level deck designs,USD,10,100%,-33%,High,79,,,10%,,,,,30,30,20,10,20,10,10,10,10,10,10,20
cost to get deck built,USD,10,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,0,10,0,0,0,0,0
best materials to build a deck,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,10,0,10,10,0,10,0,0,0,0
house backyard deck,USD,10,-100%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,10,10,10,0
cost to build 100 sq ft deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
average cost to build composite deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
go on deck,USD,10,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,10,0,0,0,0,0,0
two level deck designs,USD,10,0%,0%,Medium,37,,,,,,,,10,10,10,10,10,10,10,0,0,10,10,10
prince william deck,USD,10,0%,0%,Medium,64,11.18,44.91,10%,,,Y,,10,20,10,10,10,10,10,10,10,10,10,10
best time to build a deck,USD,10,-100%,0%,Unknown,,,,,,,,,0,0,0,10,0,10,10,0,0,10,0,0
average price for a new deck,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
deck building requirements,USD,10,0%,-100%,Unknown,,,,,,,,,10,10,10,0,10,0,10,10,0,0,10,0
design composite deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
building a back deck cost,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,10,0,0,0
porch and deck designs,USD,10,0%,0%,Low,7,,,,,,,,10,10,10,0,0,0,0,0,0,10,10,10
best deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
detailed deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
unique deck,USD,10,?,?,Medium,43,,,,,,,,10,0,10,0,10,0,0,10,0,0,10,10
trex platinum pro,USD,10,0%,-100%,Unknown,,,,,,,Y,,0,0,0,0,0,10,0,0,0,0,0,0
cost of replacing wood deck with composite,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,10,0,10,10,0,0,0
patio deck options,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
cost for small deck,USD,10,?,0%,High,93,,,,,,,,10,10,0,10,10,10,10,0,0,0,10,10
amish built porches,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,10,0,0,0,0,0,0,0
deck patio construction,USD,10,0%,0%,Unknown,,,,,,,,,0,10,10,10,10,10,10,0,0,0,10,0
design deck with roof,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
best deck design tool,USD,10,?,0%,Medium,50,,,,,,,,10,10,10,10,10,10,10,0,10,0,10,10
building a trex deck on the ground,USD,10,0%,0%,Unknown,,,,,,,Y,,10,10,0,0,10,0,0,0,0,0,0,0
average price to rebuild a deck,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
get on my deck,USD,0,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0
backyard deck cost calculator,USD,10,0%,-100%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
house of decks,USD,0,0%,-100%,Unknown,,,,,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0
free wood deck plans,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck & patio,USD,90,120%,-48%,High,90,3.49,16.74,13%,,,Y,,140,140,110,110,140,70,70,50,40,50,70,110
small deck plans free,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,10,0,0,0,0,0
cost to build backyard deck,USD,0,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0
custom built fence and deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
timbertech deck contractors,USD,10,0%,0%,Unknown,,,,,,,Y,,0,10,0,0,10,10,0,0,0,0,0,0
your deck,USD,10,0%,-100%,Unknown,,,,,,,Y,,10,10,0,10,0,10,0,0,0,0,0,0
custom outdoor spaces,USD,10,-100%,0%,Unknown,,,,,,,,,0,0,0,0,0,10,10,0,0,40,10,0
cost to have a deck installed,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,10,0,0,0,0,0
free porch design,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,0,0,10,10,0,10,0,0,10,0
the deck & fence company llc,USD,10,0%,-100%,Unknown,,,,,,,,,0,10,10,10,0,10,0,10,0,0,10,0
max deck,USD,10,0%,0%,Unknown,,,,,,,,,0,10,10,0,0,0,0,10,0,0,10,0
the deck specialist,USD,10,0%,?,Low,0,,,,,,,,0,0,0,10,0,0,0,10,0,10,10,10
precision decks & remodeling,USD,10,-100%,-100%,Unknown,,,,,,,,,0,0,10,0,0,0,10,0,0,10,0,0
lifestyles deck and fence,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck labor cost calculator,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,10,10,0,10,0,0,0,0
professional deck,USD,10,0%,0%,Medium,45,5.61,20.02,,,,Y,,10,10,10,20,10,10,10,10,10,10,10,10
trex platinum,USD,10,0%,-100%,Unknown,,,,,,,Y,,0,0,10,0,10,0,0,0,0,0,0,0
northern virginia deck & fence,USD,30,100%,0%,Low,14,8.48,23.06,8%,,,Y,,30,50,40,30,40,30,30,20,10,20,20,40
a new deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
prince william construction,USD,10,0%,0%,Medium,48,,,,,,,,10,10,10,10,20,10,10,10,10,10,10,10
beautiful deck,USD,10,0%,0%,High,100,,,,,,,,10,10,10,10,10,10,0,10,0,10,10,10
best time to buy decking material,USD,10,-100%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,10,0,0
plans for deck with roof,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
average cost to add a deck,USD,10,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,10,0,0,0,0,0,0
small deck installation,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck website,USD,10,0%,?,Low,0,,,,,,,,0,10,10,0,10,10,0,0,0,10,0,10
cost to fix deck,USD,20,200%,50%,Low,14,2.2,5.3,3%,,,,,30,30,40,40,30,20,20,20,10,10,20,30
building a deck material calculator,USD,10,?,?,High,86,,,,,,,,0,0,10,10,0,0,0,0,0,0,0,10
deck 3d,USD,10,?,?,High,86,,,,,,Y,,0,0,0,0,0,0,10,0,0,0,0,10
professional deck design,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
composite deck plans free,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
porch deck cost,USD,0,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0
average cost of a backyard deck,USD,10,0%,0%,Unknown,,,,,,,Y,,0,0,0,10,10,0,0,0,0,0,0,0
labor rate for deck building,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck elevated,USD,10,0%,0%,Medium,34,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
average labor cost for a deck,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
least expensive way to build a deck,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck railing builder,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
cost to build a front deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck building process,USD,10,-100%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,10,0,10,0,0
deck blog,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,10,0
d decking,USD,10,-100%,-100%,Unknown,,,,,,,,,0,10,0,10,10,10,10,0,10,10,10,0
building a deck in winter,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
new wood deck cost,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
labor and material cost to build a deck,USD,0,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0
porch deck construction,USD,10,0%,0%,Unknown,,,,,,,,,10,0,10,10,10,0,10,0,10,0,0,0
cost for deck materials,USD,10,0%,0%,High,100,,,,,,,,10,10,0,10,10,10,10,10,10,10,0,10
price to build a small deck,USD,10,-100%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,10,0,0
average price for deck building,USD,0,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0
multi level deck cost,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck in building,USD,10,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,10,0,0,0,0,0,0
cost for a small deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,0
average cost for labor to build a deck,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
average cost to build a wood deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
decks home,USD,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,10,0,10,10,0,0
decking material prices,USD,10,0%,0%,High,100,,,,,,,,10,10,0,10,10,10,10,10,10,10,0,10
house deck prices,USD,10,-100%,-100%,Unknown,,,,,,,Y,,0,10,10,0,0,10,10,0,10,10,10,0
cost for labor to build a deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
decks exterior,USD,10,?,0%,High,100,,,,,,,,10,10,10,0,0,10,10,10,0,0,10,10
about how much does it cost to build a deck,USD,, --, --,Unknown,,,,,,,Y,,,,,,,,,,,,,
front deck cost,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
elevated deck construction,USD,10,-100%,0%,Unknown,,,,,,,,,0,0,0,0,10,0,10,10,0,10,0,0
average cost per sq foot to build a deck,USD,10,0%,-100%,Unknown,,,,,,,Y,,0,10,0,0,0,10,0,10,0,0,0,0
cost of labor for building a deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
cost to build a low deck,USD,10,-100%,0%,Unknown,,,,,,,,,10,0,0,10,0,0,0,0,0,10,0,0
plan your deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
adding a deck to back of house,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,10,0,10,0,0,0,0
backyard deck and patio designs,USD,10,0%,-50%,High,100,1.73,3.78,20%,,,,,20,20,40,30,20,10,10,10,10,10,10,10
average cost to build your own deck,USD,10,0%,0%,Unknown,,,,,,,Y,,0,10,0,0,0,0,0,0,0,0,0,0
deck and patio cost,USD,10,?,0%,Medium,43,,,,,,,,10,10,10,0,10,0,10,10,0,0,10,10
cost of average deck,USD,10,0%,-67%,Medium,63,2.3,12.3,10%,,,Y,,20,20,10,10,10,20,10,10,10,10,10,10
on average how much does a deck cost,USD,10,0%,-100%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
cost for materials to build a deck,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
2 tiered deck designs,USD,10,?,0%,Medium,43,,,,,,,,10,0,0,0,10,0,0,0,0,0,0,10
cost to build back deck,USD,10,0%,0%,Unknown,,,,,,,,,10,10,0,0,0,0,0,10,0,0,0,0
deck how much,USD,10,0%,0%,Medium,65,2.03,6.29,10%,,,,,20,20,20,10,10,10,10,10,10,10,10,10
outdoor deck layout,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,10,0,10,0,10,0,0,0,0,0
average cost to build wood deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
learn to build decks,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
new back deck cost,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,10,0,0,0,0,0,0,0
standard deck size,USD,10,0%,0%,Low,26,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
building deck in winter,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
labor for deck installation,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
average cost to build small deck,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
patio deck structure,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck drafting,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
decks unique reviews,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
wood deck drawing,USD,10,-100%,0%,Unknown,,,,,,,,,10,0,0,0,0,10,10,0,10,10,10,0
porch building calculator,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
average cost of a deck rebuild,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
lifestyle decks,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck construction design,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,10,0,0,10,0,0,10,0
cost of a new wood deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
learn how to build decks,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
patio deck blueprints,USD,10,0%,0%,Unknown,,,,,,,,,0,10,10,10,0,0,10,0,0,0,0,0
cost per square foot decks installed,USD,0,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0
deck stars,USD,20,100%,0%,Low,23,5.71,21.1,15%,,,,,20,30,30,30,20,20,10,10,10,10,10,20
average material cost to build a deck,USD,10,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,10,0,0,0,0,0,0
deck layout designs,USD,50,67%,-29%,High,80,1.1,3.79,4%,,,,,70,110,90,50,30,30,40,20,10,30,20,50
decking house,USD,40,0%,0%,Low,11,0.29,4.35,,,,,,40,70,40,50,50,40,40,30,40,40,50,40
a house deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
wood porch calculator,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
everything you need to build a deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
different ways to build a deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
price to build composite deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck designs and plans,USD,10,100%,100%,High,67,3.05,8.75,,,,,,10,10,20,10,10,10,10,10,10,10,10,20
building a front deck,USD,10,?,?,Low,21,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,10
proper deck building,USD,10,0%,-100%,Unknown,,,,,,,,,0,10,10,0,10,0,0,0,0,0,0,0
average cost for a deck installed,USD,10,0%,0%,Medium,61,2.59,5.65,,,,,,10,10,10,10,0,10,10,0,0,10,0,10
learn to build a deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,10,0,0,0
quotes for deck building,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
average cost of back deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
labor for deck,USD,0,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0
custom deck design tool,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
cost to fix a deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,10,0,0,0,0,0
average cost of materials to build a deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,10,0,0,0,0,0,0
deck at backyard,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,10,0,0,0
wood deck design tool,USD,10,0%,0%,Unknown,,,,,,,,,0,10,10,0,0,0,10,0,0,0,0,0
deck building drawings,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck renovation before and after,USD,10,?,?,Low,0,,,,,,,,10,10,10,10,10,0,0,0,10,0,10,10
deck pro llc,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,10,0
deck design tips,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,10,0,10,0,0,0
deck your house,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
cost to build a wood deck per sq ft,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck restoration contractors,USD,10,?,0%,Low,11,,,,,,,,10,10,10,10,0,10,10,0,0,0,0,10
average price per sqft for deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
make my deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
3d decking,USD,10,?,0%,Medium,57,,,,,,,,0,0,10,10,0,10,0,10,0,0,0,10
average cost for small deck,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
make deck plans,USD,10,100%,0%,Medium,51,1.33,5.34,5%,,,,,20,20,20,10,10,10,20,10,10,10,10,20
exterior deck plans,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,10,0,10,0,10,0,0,0,0,0
building a backyard deck plans,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
northern decks,USD,10,0%,0%,Medium,43,,,30%,,,,,10,10,10,10,0,10,10,10,0,10,0,10
build s deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
average cost per sq ft to build a deck,USD,10,0%,-100%,Unknown,,,,,,,,,0,10,0,0,0,10,0,10,0,0,0,0
guide to deck building,USD,10,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,0,10,0,0,0,0,0
deck pro reviews,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck setups,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
wood porch plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
average cost for a small deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,10,0,0,0,0,0
price of small deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck for yard,USD,10,?,?,Medium,38,,,,,,,,10,10,10,0,0,0,10,0,0,0,10,10
average cost of a back deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
outdoor deck blueprints,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,10,0,10,0,10,0,0,0,0,0
outdoor deck framing plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
a deck in the backyard,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck at home,USD,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,10,0,10,10,0,0
deck planning tool free,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
new deck price per square foot,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
average cost of elevated deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
wood cost for deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
building a deck on a house,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
learn how to build a deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
ground level deck price,USD,10,?,?,Medium,57,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,10
deck sq ft price,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,10,0,0,0
dream decks reviews,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,10,0,0,0,0,0
price of a small deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
deck off house,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
wood deck layout,USD,10,0%,0%,High,75,,,,,,,,10,10,10,10,0,10,0,0,10,10,0,10
free deck drawings,USD,10,0%,-100%,Unknown,,,,,,,,,0,0,0,0,10,0,0,0,0,0,0,0
cost of small deck with stairs,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
average cost of 500 sq ft deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
small wood deck cost,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
backyard deck blueprints,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck building tips and tricks,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck framing planner,USD,10,0%,0%,Low,27,,,,,,,,10,10,10,10,10,10,10,10,0,10,10,10
decks on a house,USD,10,0%,?,High,100,,,,,,,,10,10,10,0,10,10,10,10,0,10,0,10
standard deck design,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,10,0,0,0,0,0,0,0
free online deck planner,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,10,10,0,0,0,0,0,0
cost to build deck with stairs,USD,10,?,0%,Medium,50,,,,,,,,10,10,10,10,10,0,0,0,10,0,0,10
a backyard deck,USD,10,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,10,0,0,0,0,0,0
add a deck to my house,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
basic deck building plans,USD,10,?,0%,Low,7,,,,,,,,10,10,0,0,0,0,0,0,0,0,10,10
deck in home,USD,10,?,0%,High,68,,,,,,,,0,0,0,10,10,0,0,0,0,0,0,10
patio deck framing plans,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
decks decks decks reviews,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
deck designs plus,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
balcony deck cost,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,10,0,0,0,0,0,0,0
cost for elevated deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck on backyard,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
basic deck design plans,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
composite deck patterns,USD,10,?,0%,High,100,,,,,,,,10,10,10,10,10,0,10,0,0,0,0,10
price to rebuild a deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck by deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,10,0,0,0,0,0,0
basic deck layout,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
wood deck in backyard,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
affordable decks reviews,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
built in decks,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,10,0,0,0
small deck construction,USD,10,?,0%,High,67,,,,,,,,10,10,10,10,10,10,10,10,0,0,10,10
average cost to build a new deck,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
best free deck designer,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
deck tips,USD,10,?,?,Medium,36,,,,,,,,10,0,10,0,10,10,10,10,0,0,10,10
outside deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
patio virginia,USD,10,0%,0%,High,93,,,,,,,,10,10,0,10,10,0,0,10,0,10,10,10
the best way to build a deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
deck building standards,USD,10,?,?,Low,0,,,,,,,,10,10,0,10,10,10,0,0,10,0,0,10
cost to build 500 sq ft deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,10,0,0,0,0,0,0,0
low deck cost,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
cost to expand deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,10,0,0,0,0,0,10,0,0,0
loudoun deck and fence reviews,USD,10,0%,0%,Medium,36,,,30%,,,,,10,10,10,10,10,10,10,10,10,10,10,10
back porch deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
building a deck structure,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
high deck,USD,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,10,0,10,10,10,0
trex partners,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
wood deck structure design,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
free deck drawings for permit,USD,10,0%,?,High,86,,,,,,,,0,0,10,10,10,0,10,0,0,10,0,10
deck fabrication,USD,10,?,?,Medium,57,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10
trex deck designer software,USD,10,0%,0%,Unknown,,,,,,,,,0,10,10,10,10,10,10,0,0,0,0,0
